epoch,dice,fg_f1,fg_precision,fg_recall,loss,val_dice,val_fg_f1,val_fg_precision,val_fg_recall,val_loss
0,0.1053091362118721,0.10530563443899155,0.056739114224910736,0.9360970854759216,0.6963687539100647,0.036995694041252136,0.03699440881609917,0.018952419981360435,0.9998914003372192,3.056295394897461
1,0.3486515283584595,0.34864336252212524,0.22259658575057983,0.9755268096923828,0.5535582900047302,0.04074086993932724,0.040739502757787704,0.02097380720078945,1.0,3.6665775775909424
2,0.5314497351646423,0.5314400792121887,0.38295915722846985,0.9645718336105347,0.4815829396247864,0.07895474135875702,0.07895217090845108,0.041829053312540054,0.999973714351654,1.841402530670166
3,0.6362602710723877,0.6362512111663818,0.49314138293266296,0.972866415977478,0.443366676568985,0.22969688475131989,0.22969037294387817,0.1358569711446762,0.9940075278282166,0.8921109437942505
4,0.7011078596115112,0.7010992765426636,0.5658835768699646,0.9752638936042786,0.41579777002334595,0.5415976643562317,0.5415874719619751,0.3987666368484497,0.9705878496170044,0.3325822949409485
5,0.7276980876922607,0.7276899814605713,0.5955016613006592,0.9823394417762756,0.389410138130188,0.65389084815979,0.6538811922073364,0.5276626348495483,0.956628680229187,0.24194876849651337
6,0.7540394067764282,0.7540317177772522,0.6262341141700745,0.9820411205291748,0.366292268037796,0.7295309901237488,0.729520857334137,0.7942965626716614,0.8159539699554443,0.1248755156993866
7,0.7722803950309753,0.772273063659668,0.6467773914337158,0.9831750392913818,0.3466607630252838,0.7231113314628601,0.7231026291847229,0.6068569421768188,0.9728004932403564,0.15755043923854828
8,0.7740229964256287,0.7740156650543213,0.6501941680908203,0.980493426322937,0.32643863558769226,0.7529981136322021,0.7529900670051575,0.6514937877655029,0.9650523066520691,0.12408266961574554
9,0.7856070399284363,0.785599946975708,0.6650747060775757,0.9822048544883728,0.3054472804069519,0.7749718427658081,0.7749642133712769,0.6827585697174072,0.9628422260284424,0.10770997405052185
10,0.799751877784729,0.7997454404830933,0.6925038695335388,0.9804569482803345,0.2889356017112732,0.7601320743560791,0.7601240873336792,0.649545431137085,0.9763691425323486,0.1007670909166336
11,0.8300625681877136,0.8300565481185913,0.7366107702255249,0.980318009853363,0.2705193758010864,0.7421478629112244,0.7421397566795349,0.6309739351272583,0.9785101413726807,0.11180952936410904
12,0.8471186757087708,0.8471130132675171,0.7573987245559692,0.9794337153434753,0.25440841913223267,0.7606815695762634,0.7606737613677979,0.6710108518600464,0.9539979100227356,0.09815409779548645
13,0.8503912687301636,0.8503859043121338,0.7707031965255737,0.9752402901649475,0.2522243559360504,0.7915552854537964,0.7915475964546204,0.7680244445800781,0.8813586831092834,0.06977290660142899
14,0.8403143286705017,0.8403087258338928,0.7487806677818298,0.9731236696243286,0.23340041935443878,0.8254093527793884,0.8254029750823975,0.7948311567306519,0.9078336358070374,0.07678328454494476
15,0.8469337224960327,0.8469282388687134,0.762931764125824,0.9698759317398071,0.22554022073745728,0.7088623642921448,0.7088529467582703,0.6677011251449585,0.8667485117912292,0.10044314712285995
16,0.8570512533187866,0.8570460081100464,0.7824004888534546,0.9692935943603516,0.2148411124944687,0.7039113640785217,0.7039007544517517,0.7206620573997498,0.7925960421562195,0.08740469068288803
17,0.8770101070404053,0.8770055770874023,0.812153697013855,0.9700521230697632,0.2005314975976944,0.6937089562416077,0.6936999559402466,0.5700297355651855,0.9603016972541809,0.1207689568400383
18,0.8847998380661011,0.8847955465316772,0.8204889893531799,0.9750639200210571,0.18829110264778137,0.8080241084098816,0.8080172538757324,0.7310266494750977,0.9457123279571533,0.08066609501838684
19,0.893490195274353,0.8934860825538635,0.8338632583618164,0.9764868021011353,0.1812593936920166,0.8228833675384521,0.8228769302368164,0.7625240683555603,0.940169632434845,0.07409743964672089
20,0.9191660284996033,0.9191626310348511,0.8759524822235107,0.9760766625404358,0.17855262756347656,0.8351171016693115,0.8351109623908997,0.7865951061248779,0.9337714314460754,0.08107857406139374
21,0.91976398229599,0.9197607636451721,0.8718510866165161,0.979870080947876,0.16598138213157654,0.813348114490509,0.8133414387702942,0.7831951975822449,0.9053490161895752,0.07949511706829071
22,0.898838996887207,0.8988350629806519,0.8431500196456909,0.9781022667884827,0.16777826845645905,0.8242827653884888,0.8242762088775635,0.8392388224601746,0.8617429733276367,0.09848896414041519
23,0.924926221370697,0.9249230027198792,0.8804665207862854,0.9783022999763489,0.1516331285238266,0.8214613795280457,0.8214548826217651,0.8150478005409241,0.891035795211792,0.08935372531414032
24,0.9213637709617615,0.9213607311248779,0.8797061443328857,0.9746176600456238,0.14985834062099457,0.8079800009727478,0.8079730868339539,0.784951388835907,0.9049839377403259,0.0950411707162857
25,0.9181327819824219,0.9181296229362488,0.8754945993423462,0.9743427634239197,0.14018380641937256,0.8405239582061768,0.8405179977416992,0.8070013523101807,0.9240706562995911,0.08538859337568283
26,0.9170196056365967,0.917016327381134,0.8755980730056763,0.9721816182136536,0.13790076971054077,0.8197776079177856,0.8197710514068604,0.7840968370437622,0.9199211597442627,0.09632334858179092
27,0.9201726317405701,0.9201692938804626,0.8764923810958862,0.9751593470573425,0.13678237795829773,0.8385729789733887,0.8385670185089111,0.8195072412490845,0.909602165222168,0.08480370044708252
28,0.9357954263687134,0.935792863368988,0.9002609848976135,0.977811872959137,0.12926648557186127,0.8163024187088013,0.8162958025932312,0.8220879435539246,0.8831140398979187,0.08750900626182556
29,0.9408143758773804,0.9408118724822998,0.9079110026359558,0.9798290729522705,0.12215016782283783,0.8240636587142944,0.8240572214126587,0.8045035600662231,0.9081929326057434,0.08829045295715332
