epoch,dice,fg_f1,fg_precision,fg_recall,loss,val_dice,val_fg_f1,val_fg_precision,val_fg_recall,val_loss
0,0.08301515132188797,0.08301231265068054,0.04420173540711403,0.9378272294998169,0.6881586909294128,0.09515570104122162,0.09515251219272614,0.05047643557190895,1.0,0.6934768557548523
1,0.3060186505317688,0.3060111403465271,0.19193710386753082,0.9530884623527527,0.5571988224983215,0.12098683416843414,0.12098280340433121,0.06511517614126205,0.9999120235443115,0.6599087119102478
2,0.5539001226425171,0.553891122341156,0.407934308052063,0.9838832020759583,0.4788539707660675,0.2007567286491394,0.20075058937072754,0.11497032642364502,0.9822209477424622,0.6037926077842712
3,0.7187162637710571,0.7187080979347229,0.5828084349632263,0.9853479862213135,0.44727081060409546,0.21567919850349426,0.21567262709140778,0.12497517466545105,0.9726311564445496,0.6018575429916382
4,0.7729319930076599,0.7729246616363525,0.6492885947227478,0.985988974571228,0.4258262515068054,0.24380458891391754,0.2437969595193863,0.1448773890733719,0.9367630481719971,0.5732767581939697
5,0.7874717712402344,0.7874647974967957,0.6676679849624634,0.9880411624908447,0.40264880657196045,0.3072815537452698,0.30727115273475647,0.19757163524627686,0.8394752740859985,0.49294430017471313
6,0.7874167561531067,0.787409782409668,0.666129469871521,0.990535318851471,0.3801019787788391,0.29908624291419983,0.2990758717060089,0.19340671598911285,0.8251816034317017,0.4083651900291443
7,0.7943753600120544,0.7943686246871948,0.6749426126480103,0.9896631240844727,0.3612900376319885,0.34044888615608215,0.34043487906455994,0.24127405881881714,0.6952482461929321,0.3471938967704773
8,0.7925933599472046,0.7925863862037659,0.674614667892456,0.9879175424575806,0.3445747494697571,0.3633328676223755,0.3633168935775757,0.2719610929489136,0.6353037357330322,0.2940067648887634
9,0.7994343042373657,0.7994279265403748,0.688688337802887,0.9887680411338806,0.3269643485546112,0.3458234369754791,0.34581074118614197,0.23948727548122406,0.7593109607696533,0.31201812624931335
10,0.8239964246749878,0.8239904046058655,0.7218037247657776,0.9895161986351013,0.30773550271987915,0.32010960578918457,0.3200972378253937,0.2182062715291977,0.741597592830658,0.2764968276023865
11,0.8273730874061584,0.8273669481277466,0.7271467447280884,0.9899405241012573,0.2919204533100128,0.32107535004615784,0.32106533646583557,0.21244016289710999,0.8596037030220032,0.31646811962127686
12,0.7921320199966431,0.7921260595321655,0.6945101618766785,0.9861500263214111,0.28428125381469727,0.22513893246650696,0.22513137757778168,0.1326470673084259,0.9102713465690613,0.36290720105171204
13,0.8502375483512878,0.8502324223518372,0.7647377252578735,0.9877563118934631,0.26925867795944214,0.345671147108078,0.3456615209579468,0.22998984158039093,0.9038679599761963,0.33619076013565063
14,0.8815490007400513,0.8815447092056274,0.802686333656311,0.9884073734283447,0.2552824318408966,0.43624377250671387,0.43623292446136475,0.3151845335960388,0.8811793923377991,0.24962574243545532
15,0.875848114490509,0.8758434057235718,0.7946498394012451,0.9905635118484497,0.24374061822891235,0.48547130823135376,0.48545974493026733,0.371640145778656,0.8524032235145569,0.20844894647598267
16,0.8732101917266846,0.873205304145813,0.7935605645179749,0.9858864545822144,0.23304642736911774,0.5760091543197632,0.5759979486465454,0.45925337076187134,0.8789183497428894,0.18397244811058044
17,0.873907208442688,0.8739023804664612,0.7952257394790649,0.9853413701057434,0.22408144176006317,0.6034748554229736,0.6034591197967529,0.6267121434211731,0.6439330577850342,0.1264631301164627
18,0.8812414407730103,0.8812369108200073,0.8072992563247681,0.982365608215332,0.21404191851615906,0.6402714252471924,0.6402612328529358,0.5302727818489075,0.9084633588790894,0.15574908256530762
19,0.8806563019752502,0.8806520104408264,0.8057975769042969,0.9840658903121948,0.2060789167881012,0.7490012645721436,0.7489930391311646,0.6533096432685852,0.946819543838501,0.13937228918075562
20,0.8996427059173584,0.8996385335922241,0.8359925150871277,0.9845008850097656,0.200847789645195,0.7469280362129211,0.7469196319580078,0.64982008934021,0.9408472776412964,0.1385902613401413
21,0.8926578760147095,0.8926538228988647,0.825659453868866,0.9838675260543823,0.1912001222372055,0.778500497341156,0.7784926891326904,0.6876859664916992,0.9532672166824341,0.1420222967863083
22,0.8989907503128052,0.8989867568016052,0.8374391794204712,0.9821469783782959,0.18050648272037506,0.81650710105896,0.8165000677108765,0.7626639604568481,0.9155004024505615,0.10544388741254807
23,0.9049988985061646,0.9049952626228333,0.8431593179702759,0.9861466884613037,0.17539168894290924,0.7896892428398132,0.7896813154220581,0.7387595772743225,0.905842125415802,0.12583133578300476
24,0.918368935585022,0.9183658361434937,0.8680391907691956,0.9805428385734558,0.16599948704242706,0.8073784112930298,0.8073713183403015,0.7292998433113098,0.9481316804885864,0.11932667344808578
25,0.9172322154045105,0.9172286987304688,0.8665378093719482,0.9813366532325745,0.15599757432937622,0.5910525918006897,0.5910307765007019,0.8242730498313904,0.505973756313324,0.09015540778636932
26,0.9160060286521912,0.9160026907920837,0.8638045787811279,0.9829779267311096,0.14966687560081482,0.8191952109336853,0.8191881775856018,0.8049947023391724,0.8716524839401245,0.09450943768024445
27,0.9241575598716736,0.9241545796394348,0.8770822882652283,0.982718825340271,0.14292000234127045,0.8313758373260498,0.831369161605835,0.788597822189331,0.9145526885986328,0.09263362735509872
28,0.9224221706390381,0.9224191904067993,0.8746364116668701,0.9825522899627686,0.14336633682250977,0.8081444501876831,0.8081373572349548,0.731520414352417,0.9505798816680908,0.09110596776008606
29,0.9171459674835205,0.9171426296234131,0.8689877390861511,0.9810759425163269,0.13623176515102386,0.8199530839920044,0.8199462294578552,0.7474715709686279,0.9465968608856201,0.08137163519859314
