epoch,dice,fg_f1,fg_precision,fg_recall,loss,val_dice,val_fg_f1,val_fg_precision,val_fg_recall,val_loss
0,0.12234587967395782,0.12233641743659973,0.08369145542383194,0.5900300145149231,0.6613364815711975,0.32935619354248047,0.3288038969039917,0.4319257438182831,0.35779139399528503,0.5876227617263794
1,0.34768912196159363,0.34764888882637024,0.2970300316810608,0.5690419673919678,0.4904477596282959,0.12386034429073334,0.10578471422195435,0.45615261793136597,0.07333971560001373,0.35720041394233704
2,0.40259507298469543,0.40250492095947266,0.3730183243751526,0.5237892270088196,0.3991895914077759,0.29435640573501587,0.06274204701185226,0.22921894490718842,0.03979988396167755,0.32056665420532227
3,0.45424988865852356,0.4540790915489197,0.4249360263347626,0.5432132482528687,0.3169995844364166,0.262633353471756,0.16953592002391815,0.4369181990623474,0.11653656512498856,0.25284773111343384
4,0.46495407819747925,0.4647611975669861,0.4420092701911926,0.5337002873420715,0.26796454191207886,0.5809198617935181,0.5027907490730286,0.47474974393844604,0.6058424711227417,0.1919991672039032
5,0.4760781526565552,0.4758334755897522,0.45173245668411255,0.5537914633750916,0.2269786149263382,0.6411249041557312,0.5253415703773499,0.47628897428512573,0.6493064761161804,0.14679796993732452
6,0.4767189919948578,0.47645458579063416,0.4580022394657135,0.5398818254470825,0.1941772848367691,0.5658835768699646,0.47905951738357544,0.4255158007144928,0.6354603171348572,0.131880521774292
7,0.48415693640708923,0.4838569462299347,0.46815791726112366,0.555263876914978,0.16782286763191223,0.48803892731666565,0.4282751977443695,0.34311261773109436,0.6726272702217102,0.16492439806461334
8,0.48519110679626465,0.4847637712955475,0.47315147519111633,0.561866819858551,0.1457996368408203,0.6175549030303955,0.537105143070221,0.5280491709709167,0.6065046787261963,0.09160052984952927
9,0.49383464455604553,0.4933810532093048,0.4847690761089325,0.5451319217681885,0.12436781078577042,0.6559333205223083,0.5457736849784851,0.49419158697128296,0.6715932488441467,0.08953902125358582
10,0.4989252984523773,0.49845701456069946,0.4907356798648834,0.5494906306266785,0.10860846191644669,0.6110407710075378,0.5329113602638245,0.49266573786735535,0.638365626335144,0.08391448110342026
11,0.5000212788581848,0.4994957149028778,0.49258267879486084,0.5425331592559814,0.09417776763439178,0.6816387176513672,0.5833631157875061,0.5385264158248901,0.6930798888206482,0.07899663597345352
12,0.5061435103416443,0.5054120421409607,0.5032538771629333,0.5406231880187988,0.0824659913778305,0.713600754737854,0.6108996868133545,0.5631595253944397,0.733335554599762,0.06762111186981201
13,0.5110990405082703,0.5103359222412109,0.5099725127220154,0.5433090329170227,0.0722694993019104,0.550560712814331,0.4851241111755371,0.42430242896080017,0.6480988264083862,0.08907382190227509
14,0.510543704032898,0.5096713304519653,0.5187440514564514,0.5325685143470764,0.06549801677465439,0.8079699873924255,0.6844905018806458,0.6812621355056763,0.7915264368057251,0.05767074227333069
15,0.5176920890808105,0.5166842937469482,0.5200618505477905,0.5397377610206604,0.05760616809129715,0.5773183703422546,0.5158361196517944,0.47289901971817017,0.6688348650932312,0.057458214461803436
16,0.5169963836669922,0.5158147811889648,0.5227293968200684,0.5438936948776245,0.052466440945863724,0.6013156175613403,0.5112446546554565,0.4408729374408722,0.6555575132369995,0.06290418654680252
17,0.505122184753418,0.5042573809623718,0.5128039121627808,0.5363588929176331,0.05456971749663353,0.7535251975059509,0.6352879405021667,0.6384639739990234,0.7103191614151001,0.049611590802669525
18,0.48961570858955383,0.4881441295146942,0.5086479783058167,0.50340336561203,0.05135555937886238,0.25396353006362915,0.2531677484512329,0.24829000234603882,0.3949814438819885,0.1796562522649765
19,0.48539629578590393,0.4838121831417084,0.5085837244987488,0.497933566570282,0.046470753848552704,0.5215342044830322,0.47163984179496765,0.4619118273258209,0.6106134653091431,0.051378410309553146
20,0.5400307178497314,0.526742696762085,0.5388970375061035,0.5504593849182129,0.037709735333919525,0.7520791888237,0.6473889350891113,0.611197829246521,0.7413790225982666,0.040646567940711975
21,0.5382513403892517,0.5308036804199219,0.5421640276908875,0.5590118765830994,0.03382616117596626,0.8365622162818909,0.73109370470047,0.7022890448570251,0.8140271306037903,0.032204143702983856
